"startzeit","endzeit","messstelle","messwert","messstationId","indikator"
2002-05-01,2002-06-01,"Konstanz, Wallgutstrasse","17.55","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2002-05-01,2002-06-01,"Frauenfeld, Bahnhofstrasse","15.32","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2002-06-01,2002-07-01,"Konstanz, Wallgutstrasse","23.97","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2002-06-01,2002-07-01,"Frauenfeld, Bahnhofstrasse","22.66","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2002-07-01,2002-08-01,"Konstanz, Wallgutstrasse","17.61","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2002-07-01,2002-08-01,"Frauenfeld, Bahnhofstrasse","18.02","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2002-08-01,2002-09-01,"Konstanz, Wallgutstrasse","17.21","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2002-08-01,2002-09-01,"Frauenfeld, Bahnhofstrasse","20.70","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2002-09-01,2002-10-01,"Konstanz, Wallgutstrasse","18.38","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2002-09-01,2002-10-01,"Frauenfeld, Bahnhofstrasse","20.29","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2002-10-01,2002-11-01,"Konstanz, Wallgutstrasse","20.00","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2002-10-01,2002-11-01,"Frauenfeld, Bahnhofstrasse","22.72","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2002-11-01,2002-12-01,"Konstanz, Wallgutstrasse","17.97","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2002-11-01,2002-12-01,"Frauenfeld, Bahnhofstrasse","19.81","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2002-12-01,2003-01-01,"Konstanz, Wallgutstrasse","24.06","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2002-12-01,2003-01-01,"Frauenfeld, Bahnhofstrasse","25.36","f64bdd31-226e-4d19-b7b2-2c6bd958df8c","Feinstaub PM10 (HVS)"
2003-01-01,2003-02-01,"Konstanz, Wallgutstrasse","27.52","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2003-01-01,2003-02-01,"Arbon, Stadthaus","30.81","66e47572-5502-422e-ac00-6dc49059b28d","Feinstaub PM10 (HVS)"
2003-02-01,2003-03-01,"Konstanz, Wallgutstrasse","54.89","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2003-02-01,2003-03-01,"Arbon, Stadthaus","52.99","66e47572-5502-422e-ac00-6dc49059b28d","Feinstaub PM10 (HVS)"
2003-03-01,2003-04-01,"Konstanz, Wallgutstrasse","40.19","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2003-03-01,2003-04-01,"Arbon, Stadthaus","38.63","66e47572-5502-422e-ac00-6dc49059b28d","Feinstaub PM10 (HVS)"
2003-04-01,2003-05-01,"Konstanz, Wallgutstrasse","24.23","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2003-04-01,2003-05-01,"Arbon, Stadthaus","27.61","66e47572-5502-422e-ac00-6dc49059b28d","Feinstaub PM10 (HVS)"
2003-05-01,2003-06-01,"Konstanz, Wallgutstrasse","17.97","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2003-05-01,2003-06-01,"Arbon, Stadthaus","18.76*","66e47572-5502-422e-ac00-6dc49059b28d","Feinstaub PM10 (HVS)"
2003-06-01,2003-07-01,"Konstanz, Wallgutstrasse","22.73","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2003-06-01,2003-07-01,"Arbon, Stadthaus","24.44","66e47572-5502-422e-ac00-6dc49059b28d","Feinstaub PM10 (HVS)"
2003-07-01,2003-08-01,"Konstanz, Wallgutstrasse","16.74","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2003-07-01,2003-08-01,"Arbon, Stadthaus","19.21","66e47572-5502-422e-ac00-6dc49059b28d","Feinstaub PM10 (HVS)"
2003-08-01,2003-09-01,"Konstanz, Wallgutstrasse","24.42","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2003-08-01,2003-09-01,"Arbon, Stadthaus","27.50","66e47572-5502-422e-ac00-6dc49059b28d","Feinstaub PM10 (HVS)"
2003-09-01,2003-10-01,"Konstanz, Wallgutstrasse","23.03","9fc10577-4551-49aa-9ebc-2a882720c0ac","Feinstaub PM10 (HVS)"
2003-09-01,2003-10-01,"Arbon, Stadthaus","21.70","66e47572-5502-422e-ac00-6dc49059b28d","Feinstaub PM10 (HVS)"
